age,gender,daily_screen_time_min,social_media_time_min,negative_interactions_count,positive_interactions_count,sleep_hours,physical_activity_min,anxiety_level,stress_level,mood_level,mental_state
41,0,241,133,1,1,7.8,36,2,6,6,2
34,1,374,206,1,2,7.1,23,3,7,6,2
19,0,518,181,1,2,6.4,8,3,8,5,2
15,0,414,104,0,1,6.9,19,2,7,6,2
23,1,511,332,2,3,6.4,9,4,9,4,2
23,0,443,288,2,3,6.8,16,4,9,4,2
30,1,336,218,1,2,7.3,26,3,7,6,2
50,1,167,100,0,1,8.2,43,2,6,6,2
42,1,240,144,1,2,7.8,36,2,6,6,2
21,1,493,296,1,4,6.5,11,3,8,5,2
38,0,264,106,1,1,7.7,34,2,6,6,2
61,1,160,80,0,1,8.2,44,1,5,7,1
18,0,437,240,1,2,6.8,16,3,8,5,2
47,1,210,116,0,1,8.0,39,2,6,6,2
35,1,322,177,1,2,7.4,28,3,7,6,2
17,1,393,138,1,1,7.0,21,2,7,6,2
20,0,490,122,1,1,6.6,11,2,7,6,2
25,0,503,126,1,1,6.5,10,2,7,6,2
19,1,516,129,1,1,6.4,8,2,7,6,2
24,0,448,112,0,1,6.8,15,2,7,6,2
20,1,446,290,2,3,6.8,15,4,9,4,2
20,1,459,298,2,3,6.7,14,4,9,4,2
25,1,472,307,2,3,6.6,13,4,9,4,2
14,1,423,254,1,3,6.9,18,3,8,5,2
37,0,280,112,1,1,7.6,32,2,7,6,2
21,0,476,238,1,3,6.6,12,3,8,5,2
22,1,489,244,1,3,6.6,11,3,8,5,2
21,0,502,251,1,3,6.5,10,3,8,5,2
36,1,275,138,1,2,7.6,32,2,7,6,2
21,1,447,224,1,3,6.8,15,3,8,5,2
58,1,160,80,0,1,8.2,44,1,5,7,1
22,0,513,282,1,3,6.4,9,3,8,5,2
47,0,145,80,0,1,8.3,46,1,5,7,1
16,0,409,143,1,1,7.0,19,2,7,6,2
21,1,482,169,1,2,6.6,12,3,8,5,2
13,0,446,112,0,1,6.8,15,2,7,6,2
21,0,519,130,1,1,6.4,8,2,7,6,2
15,0,391,98,0,1,7.0,21,2,6,6,2
38,0,224,56,0,0,7.9,38,1,5,7,1
60,1,162,105,1,1,8.2,44,2,6,6,2
39,1,235,153,1,1,7.8,36,2,6,6,2
28,1,368,239,2,2,7.2,23,4,8,5,2
29,1,381,248,2,2,7.1,22,4,8,5,2
25,0,514,334,2,3,6.4,9,4,9,4,2
22,0,499,299,1,4,6.5,10,3,8,5,2
34,1,392,235,1,3,7.0,21,3,8,5,2
22,1,444,266,1,4,6.8,16,3,8,5,2
28,0,337,202,1,3,7.3,26,3,7,6,2
18,0,410,246,1,3,7.0,19,3,8,5,2
34,1,363,218,1,3,7.2,24,3,7,6,2
43,1,215,86,1,1,7.9,38,2,6,6,2
30,0,348,139,1,1,7.3,25,2,7,6,2
19,0,481,192,1,2,6.6,12,3,8,5,2
22,0,492,246,1,3,6.5,11,3,8,5,2
28,1,385,192,1,3,7.1,22,3,7,6,2
42,1,208,114,0,1,8.0,39,2,6,6,2
21,1,485,170,1,2,6.6,12,3,8,5,2
31,1,378,132,1,1,7.1,22,2,7,6,2
19,1,511,179,1,2,6.4,9,3,8,5,2
22,0,441,110,0,1,6.8,16,2,7,6,2
37,0,214,54,0,0,7.9,39,1,5,7,1
27,1,347,87,0,1,7.3,25,1,6,7,2
23,1,478,311,2,3,6.6,12,4,9,4,2
17,0,431,280,2,2,6.8,17,4,9,4,2
22,1,515,309,1,4,6.4,8,3,8,5,2
21,0,447,268,1,4,6.8,15,3,8,5,2
19,0,460,276,1,4,6.7,14,3,8,5,2
33,1,353,212,1,3,7.2,25,3,7,6,2
26,1,351,140,1,1,7.2,25,2,7,6,2
34,0,388,194,1,3,7.1,21,3,8,5,2
35,0,320,160,1,2,7.4,28,2,7,6,2
21,1,464,255,1,2,6.7,14,3,8,5,2
32,1,381,133,1,1,7.1,22,2,7,6,2
43,0,274,96,0,1,7.6,33,2,6,6,2
20,1,457,114,0,1,6.7,14,2,7,6,2
18,1,434,282,2,3,6.8,17,4,9,4,2
32,0,330,198,1,3,7.4,27,3,7,6,2
39,0,247,99,1,1,7.8,35,2,6,6,2
39,0,260,104,1,1,7.7,34,2,6,6,2
33,0,393,157,1,1,7.0,21,2,7,6,2
22,1,443,222,1,3,6.8,16,3,8,5,2
33,0,336,168,1,2,7.3,26,3,7,6,2
42,1,229,114,0,2,7.9,37,2,6,6,2
31,0,360,198,1,2,7.2,24,3,7,6,2
13,1,433,238,1,2,6.8,17,3,8,5,2
33,0,386,212,1,2,7.1,21,3,8,5,2
15,0,457,160,1,1,6.7,14,2,7,6,2
33,1,329,115,0,1,7.4,27,2,6,6,2
20,0,462,162,1,1,6.7,14,2,7,6,2
31,0,355,124,1,1,7.2,24,2,7,6,2
20,1,488,171,1,2,6.6,11,3,8,5,2
36,0,233,58,0,1,7.8,37,1,5,7,1
15,0,426,106,0,1,6.9,17,2,7,6,2
22,1,510,332,2,3,6.4,9,4,9,4,2
42,1,202,131,1,1,8.0,40,2,6,6,2
19,0,466,280,1,4,6.7,13,3,8,5,2
23,0,479,287,1,4,6.6,12,3,8,5,2
16,1,432,259,1,3,6.8,17,3,8,5,2
28,0,385,231,1,3,7.1,22,3,7,6,2
26,1,383,153,1,1,7.1,22,2,7,6,2
53,0,216,86,1,1,7.9,38,2,6,6,2
20,1,459,230,1,3,6.7,14,3,8,5,2
34,1,352,176,1,2,7.2,25,3,7,6,2
16,1,425,212,1,3,6.9,18,3,8,5,2
20,1,498,249,1,3,6.5,10,3,8,5,2
38,1,271,136,1,2,7.6,33,2,6,6,2
62,1,196,108,0,1,8.0,40,2,6,6,2
15,1,392,137,1,1,7.0,21,2,7,6,2
34,0,345,121,1,1,7.3,26,2,7,6,2
40,1,238,83,0,1,7.8,36,1,5,7,1
17,1,431,151,1,1,6.8,17,2,7,6,2
27,1,384,134,1,1,7.1,22,2,7,6,2
25,1,489,122,1,1,6.6,11,2,7,6,2
27,1,325,211,1,2,7.4,28,3,7,6,2
67,1,158,103,1,1,8.2,44,2,6,6,2
24,1,471,306,2,3,6.6,13,4,9,4,2
18,0,424,276,2,2,6.9,18,4,9,4,2
25,1,482,289,1,4,6.6,12,3,8,5,2
35,0,375,225,1,3,7.1,22,3,7,6,2
15,1,459,184,1,2,6.7,14,3,8,5,2
35,0,331,132,1,1,7.3,27,2,7,6,2
25,1,464,186,1,2,6.7,14,3,8,5,2
29,0,357,143,1,1,7.2,24,2,7,6,2
19,0,490,196,1,2,6.6,11,3,8,5,2
64,1,203,81,1,1,8.0,40,2,6,6,2
19,0,475,238,1,3,6.6,12,3,8,5,2
34,0,392,216,1,2,7.0,21,3,8,5,2
19,0,444,244,1,2,6.8,16,3,8,5,2
23,0,468,164,1,1,6.7,13,3,8,5,2
29,1,361,126,1,1,7.2,24,2,7,6,2
43,0,254,89,0,1,7.7,35,1,5,7,0
27,1,387,135,1,1,7.1,21,2,7,6,2
24,1,520,182,1,2,6.4,8,3,8,5,2
15,1,445,111,0,1,6.8,16,2,7,6,2
24,1,518,130,1,1,6.4,8,2,7,6,2
37,0,221,144,1,1,7.9,38,2,6,6,2
22,1,474,308,2,3,6.6,13,4,9,4,2
19,1,487,317,2,3,6.6,11,4,9,4,2
21,0,498,299,1,4,6.5,10,3,8,5,2
43,1,271,163,1,2,7.6,33,3,7,6,2
37,0,203,122,1,2,8.0,40,2,6,6,2
20,0,454,182,1,2,6.7,15,3,8,5,2
22,1,467,187,1,2,6.7,13,3,8,5,2
32,0,371,186,1,2,7.1,23,3,7,6,2
43,0,264,132,1,2,7.7,34,2,6,6,2
40,0,277,138,1,2,7.6,32,2,7,6,2
34,0,327,180,1,2,7.4,27,3,7,6,2
39,0,220,121,1,1,7.9,38,2,6,6,2
59,1,173,95,0,1,8.1,43,2,6,6,2
34,1,364,127,1,1,7.2,24,2,7,6,2
13,1,437,153,1,1,6.8,16,2,7,6,2
34,1,390,136,1,1,7.0,21,2,7,6,2
27,0,322,113,0,1,7.4,28,2,6,6,2
15,0,380,95,0,1,7.1,22,2,6,6,2
13,1,417,271,2,2,6.9,18,4,9,4,2
37,0,250,162,1,1,7.8,35,2,6,6,2
39,1,274,164,1,2,7.6,33,3,7,6,2
23,0,446,268,1,4,6.8,15,3,8,5,2
42,0,219,131,1,2,7.9,38,2,6,6,2
19,1,472,283,1,4,6.6,13,3,8,5,2
19,1,485,291,1,4,6.6,12,3,8,5,2
38,0,230,92,1,1,7.8,37,2,6,6,2
46,1,183,73,0,1,8.1,42,1,5,7,1
22,1,496,198,1,2,6.5,10,3,8,5,2
32,2,389,156,1,1,7.1,21,2,7,6,2
32,0,387,194,1,3,7.1,21,3,8,5,2
28,1,400,200,1,3,7.0,20,3,8,5,2
20,1,463,255,1,2,6.7,14,3,8,5,2
16,0,416,229,1,2,6.9,18,3,8,5,2
43,0,249,137,1,1,7.8,35,2,6,6,2
55,1,200,70,0,1,8.0,40,1,5,7,1
16,1,453,159,1,1,6.7,15,2,7,6,2
35,0,336,84,0,1,7.3,26,1,6,7,2
24,1,493,320,2,3,6.5,11,4,9,4,2
69,1,206,134,1,1,8.0,39,2,6,6,2
29,1,329,197,1,3,7.4,27,3,7,6,2
31,1,342,205,1,3,7.3,26,3,7,6,2
38,1,246,98,1,1,7.8,35,2,6,6,2
22,1,499,200,1,2,6.5,10,3,8,5,2
30,0,392,157,1,1,7.0,21,2,7,6,2
19,0,442,221,1,3,6.8,16,3,8,5,2
49,1,179,98,0,1,8.1,42,2,6,6,2
43,1,252,139,1,1,7.7,35,2,6,6,2
32,0,385,212,1,2,7.1,22,3,7,6,2
21,0,518,285,1,3,6.4,8,3,8,5,2
20,0,450,248,1,2,6.8,15,3,8,5,2
22,0,516,181,1,2,6.4,8,3,8,5,2
58,0,148,52,0,0,8.3,45,1,5,7,1
16,1,401,140,1,1,7.0,20,2,7,6,2
51,1,174,61,0,1,8.1,43,1,5,7,1
40,1,247,86,0,1,7.8,35,1,5,7,0
61,2,200,70,0,1,8.0,40,1,5,7,1
53,2,172,43,0,0,8.1,43,1,5,7,1
25,0,485,121,1,1,6.6,12,2,7,6,2
59,0,198,50,0,0,8.0,40,1,5,7,1
31,0,389,253,2,2,7.1,21,4,8,5,2
28,0,321,209,1,2,7.4,28,3,7,6,2
41,0,225,135,1,2,7.9,38,2,6,6,2
24,0,478,287,1,4,6.6,12,3,8,5,2
30,1,382,153,1,1,7.1,22,2,7,6,2
42,0,275,110,1,1,7.6,32,2,7,6,2
13,1,387,155,1,1,7.1,21,2,7,6,2
31,1,340,136,1,1,7.3,26,2,7,6,2
32,1,338,169,1,2,7.3,26,3,7,6,2
20,1,471,236,1,3,6.6,13,3,8,5,2
26,0,364,182,1,2,7.2,24,3,7,6,2
27,0,375,206,1,2,7.1,22,3,7,6,2
32,0,331,116,0,1,7.3,27,2,6,6,2
18,1,404,141,1,1,7.0,20,2,7,6,2
13,1,417,146,1,1,6.9,18,2,7,6,2
25,1,490,172,1,2,6.6,11,3,8,5,2
22,0,488,122,1,1,6.6,11,2,7,6,2
40,1,261,65,0,1,7.7,34,1,5,7,0
15,1,454,114,0,1,6.7,15,2,7,6,2
67,0,146,36,0,0,8.3,45,1,5,7,1
35,0,324,211,1,2,7.4,28,3,7,6,2
41,1,217,141,1,1,7.9,38,2,6,6,2
60,0,170,110,1,1,8.2,43,2,6,6,2
32,1,363,236,2,2,7.2,24,4,8,5,2
23,1,496,322,2,3,6.5,10,4,9,4,2
16,0,421,253,1,3,6.9,18,3,8,5,2
62,0,194,116,0,2,8.0,41,2,6,6,2
25,1,507,304,1,4,6.5,9,3,8,5,2
34,1,398,159,1,1,7.0,20,2,7,6,2
22,0,450,180,1,2,6.8,15,3,8,5,2
54,0,163,65,0,1,8.2,44,1,5,7,1
45,0,234,117,0,2,7.8,37,2,6,6,2
48,1,187,94,0,1,8.1,41,2,6,6,2
21,0,511,281,1,2,6.4,9,3,8,5,2
52,1,143,79,0,1,8.3,46,1,5,7,1
30,1,336,185,1,2,7.3,26,3,7,6,2
13,0,409,225,1,2,7.0,19,3,8,5,2
26,0,347,121,1,1,7.3,25,2,7,6,2
19,0,480,168,1,1,6.6,12,3,8,5,2
36,0,253,89,0,1,7.7,35,1,5,7,0
34,1,386,135,1,1,7.1,21,2,7,6,2
21,0,504,126,1,1,6.5,10,2,7,6,2
15,1,400,260,2,2,7.0,20,4,9,4,2
33,0,377,226,1,3,7.1,22,3,7,6,2
21,0,510,306,1,4,6.4,9,3,8,5,2
30,0,333,133,1,1,7.3,27,2,7,6,2
14,1,406,162,1,1,7.0,19,2,7,6,2
25,0,479,192,1,2,6.6,12,3,8,5,2
37,0,250,125,1,2,7.8,35,2,6,6,2
15,1,443,222,1,3,6.8,16,3,8,5,2
28,2,396,198,1,3,7.0,20,3,8,5,2
39,1,208,104,0,1,8.0,39,2,6,6,2
20,0,461,230,1,3,6.7,14,3,8,5,2
22,0,474,237,1,3,6.6,13,3,8,5,2
33,0,326,179,1,2,7.4,27,3,7,6,2
35,1,363,127,1,1,7.2,24,2,7,6,2
42,0,256,90,0,1,7.7,34,2,6,6,2
54,0,209,73,0,1,8.0,39,1,5,7,1
45,0,280,70,0,1,7.6,32,1,6,7,2
21,0,452,113,0,1,6.7,15,2,7,6,2
37,1,236,153,1,1,7.8,36,2,6,6,2
21,0,489,318,2,3,6.6,11,4,9,4,2
15,0,442,287,2,3,6.8,16,4,9,4,2
28,1,395,257,2,2,7.0,20,4,9,4,2
25,0,447,291,2,3,6.8,15,4,9,4,2
44,0,273,164,1,2,7.6,33,3,7,6,2
20,0,445,267,1,4,6.8,16,3,8,5,2
22,1,458,275,1,4,6.7,14,3,8,5,2
31,0,351,211,1,3,7.2,25,3,7,6,2
27,0,349,140,1,1,7.3,25,2,7,6,2
25,0,482,193,1,2,6.6,12,3,8,5,2
18,1,435,174,1,2,6.8,16,3,8,5,2
28,1,388,155,1,1,7.1,21,2,7,6,2
32,1,386,193,1,3,7.1,21,3,8,5,2
17,1,459,230,1,3,6.7,14,3,8,5,2
26,1,342,188,1,2,7.3,26,3,7,6,2
19,1,475,261,1,2,6.6,12,3,8,5,2
36,0,259,91,0,1,7.7,34,2,6,6,2
38,1,272,95,0,1,7.6,33,2,6,6,2
22,1,455,114,0,1,6.7,14,2,7,6,2
15,1,432,281,2,2,6.8,17,4,9,4,2
42,1,265,172,1,2,7.7,34,3,7,6,2
28,0,398,259,2,2,7.0,20,4,9,4,2
41,0,210,136,1,1,8.0,39,2,6,6,2
30,0,328,197,1,3,7.4,27,3,7,6,2
29,0,341,205,1,3,7.3,26,3,7,6,2
32,2,354,212,1,3,7.2,25,3,7,6,2
16,1,427,256,1,3,6.9,17,3,8,5,2
21,0,485,194,1,2,6.6,12,3,8,5,2
37,1,258,103,1,1,7.7,34,2,6,6,2
26,1,391,156,1,1,7.0,21,2,7,6,2
24,1,443,177,1,2,6.8,16,3,8,5,2
33,0,336,134,1,1,7.3,26,2,7,6,2
30,1,349,140,1,1,7.3,25,2,7,6,2
35,0,362,145,1,1,7.2,24,2,7,6,2
21,1,495,198,1,2,6.5,10,3,8,5,2
16,0,381,190,1,3,7.1,22,3,7,6,2
36,1,214,107,0,1,7.9,39,2,6,6,2
26,1,347,174,1,2,7.3,25,3,7,6,2
20,0,480,240,1,3,6.6,12,3,8,5,2
20,1,493,246,1,3,6.5,11,3,8,5,2
27,1,386,193,1,3,7.1,21,3,8,5,2
53,1,219,110,0,1,7.9,38,2,6,6,2
52,1,178,98,0,1,8.1,42,2,6,6,2
20,1,491,270,1,2,6.5,11,3,8,5,2
52,1,215,75,0,1,7.9,38,1,5,7,1
45,1,207,72,0,1,8.0,39,1,5,7,1
45,0,220,77,0,1,7.9,38,1,5,7,1
42,1,231,58,0,1,7.8,37,1,5,7,1
24,0,484,121,1,1,6.6,12,2,7,6,2
15,0,437,109,0,1,6.8,16,2,7,6,2
20,1,510,128,1,1,6.4,9,2,7,6,2
17,0,382,96,0,1,7.1,22,2,6,6,2
30,1,388,252,2,2,7.1,21,4,8,5,2
22,1,440,286,2,3,6.8,16,4,9,4,2
23,0,453,294,2,3,6.7,15,4,9,4,2
31,1,346,225,2,2,7.3,25,3,8,5,2
29,1,344,206,1,3,7.3,26,3,7,6,2
19,1,477,286,1,4,6.6,12,3,8,5,2
15,1,441,176,1,2,6.8,16,3,8,5,2
20,0,514,206,1,2,6.4,9,3,8,5,2
41,1,217,108,0,1,7.9,38,2,6,6,2
19,0,494,272,1,2,6.5,11,3,8,5,2
23,0,507,279,1,2,6.5,9,3,8,5,2
25,0,520,286,1,3,6.4,8,3,8,5,2
40,0,212,117,0,1,7.9,39,2,6,6,2
31,1,345,190,1,2,7.3,26,3,7,6,2
31,0,330,115,0,1,7.4,27,2,6,6,2
20,1,463,162,1,1,6.7,14,2,7,6,2
23,0,476,167,1,1,6.6,12,3,8,5,2
42,0,247,62,0,1,7.8,35,1,5,7,0
14,0,383,249,2,2,7.1,22,4,8,5,2
33,0,336,218,1,2,7.3,26,3,7,6,2
30,1,349,227,2,2,7.3,25,3,8,5,2
15,0,420,252,1,3,6.9,18,3,8,5,2
14,0,433,260,1,3,6.8,17,3,8,5,2
20,1,506,304,1,4,6.5,9,3,8,5,2
19,1,517,207,1,2,6.4,8,3,8,5,2
13,0,389,156,1,1,7.1,21,2,7,6,2
19,1,473,236,1,3,6.6,13,3,8,5,2
23,0,510,280,1,2,6.4,9,3,8,5,2
24,0,442,243,1,2,6.8,16,3,8,5,2
36,0,215,118,0,1,7.9,38,2,6,6,2
19,0,466,163,1,1,6.7,13,3,8,5,2
22,0,479,168,1,1,6.6,12,3,8,5,2
19,1,503,126,1,1,6.5,10,2,7,6,2
23,0,516,129,1,1,6.4,8,2,7,6,2
39,0,208,52,0,0,8.0,39,1,5,7,1
25,0,459,298,2,3,6.7,14,4,9,4,2
21,0,472,307,2,3,6.6,13,4,9,4,2
19,1,496,298,1,4,6.5,10,3,8,5,2
49,1,209,125,1,2,8.0,39,2,6,6,2
21,1,441,265,1,4,6.8,16,3,8,5,2
19,0,454,272,1,4,6.7,15,3,8,5,2
24,1,452,181,1,2,6.7,15,3,8,5,2
23,0,465,186,1,2,6.7,14,3,8,5,2
13,0,429,214,1,3,6.9,17,3,8,5,2
21,0,502,251,1,3,6.5,10,3,8,5,2
44,0,205,113,0,1,8.0,40,2,6,6,2
20,0,458,252,1,2,6.7,14,3,8,5,2
22,0,471,259,1,2,6.6,13,3,8,5,2
23,1,484,266,1,2,6.6,12,3,8,5,2
27,1,362,127,1,1,7.2,24,2,7,6,2
31,0,375,131,1,1,7.1,22,2,7,6,2
21,0,519,130,1,1,6.4,8,2,7,6,2
22,0,475,309,2,3,6.6,12,4,9,4,2
21,1,512,307,1,4,6.4,9,3,8,5,2
20,1,444,266,1,4,6.8,16,3,8,5,2
13,1,397,238,1,3,7.0,20,3,8,5,2
25,0,468,187,1,2,6.7,13,3,8,5,2
23,0,481,192,1,2,6.6,12,3,8,5,2
19,1,494,198,1,2,6.5,11,3,8,5,2
32,1,385,192,1,3,7.1,22,3,7,6,2
21,1,518,259,1,3,6.4,8,3,8,5,2
25,1,450,225,1,3,6.8,15,3,8,5,2
32,0,341,188,1,2,7.3,26,3,7,6,2
27,1,378,132,1,1,7.1,22,2,7,6,2
25,0,454,114,0,1,6.7,15,2,7,6,2
24,1,491,319,2,3,6.5,11,4,9,4,2
37,1,264,172,1,2,7.7,34,3,7,6,2
43,0,207,124,1,2,8.0,39,2,6,6,2
20,0,460,276,1,4,6.7,14,3,8,5,2
13,0,413,248,1,3,6.9,19,3,8,5,2
38,1,244,98,1,1,7.8,36,2,6,6,2
27,0,377,151,1,1,7.1,22,2,7,6,2
31,1,320,160,1,2,7.4,28,2,7,6,2
27,0,333,166,1,2,7.3,27,3,7,6,2
28,1,357,196,1,2,7.2,24,3,7,6,2
30,1,370,204,1,2,7.2,23,3,7,6,2
36,0,263,145,1,1,7.7,34,2,6,6,2
25,0,516,284,1,3,6.4,8,3,8,5,2
44,1,274,96,0,1,7.6,33,2,6,6,2
14,0,386,135,1,1,7.1,21,2,7,6,2
21,1,470,118,0,1,6.6,13,2,7,6,2
24,0,483,121,1,1,6.6,12,2,7,6,2
19,0,507,330,2,3,6.5,9,4,9,4,2
23,0,520,338,2,3,6.4,8,4,9,4,2
32,0,332,216,1,2,7.3,27,3,7,6,2
28,0,343,206,1,3,7.3,26,3,7,6,2
34,0,356,214,1,3,7.2,24,3,7,6,2
57,0,200,80,1,1,8.0,40,2,6,6,2
23,0,513,205,1,2,6.4,9,3,8,5,2
15,1,385,154,1,1,7.1,22,2,7,6,2
19,0,456,228,1,3,6.7,14,3,8,5,2
22,0,469,234,1,3,6.7,13,3,8,5,2
24,0,482,241,1,3,6.6,12,3,8,5,2
20,0,495,248,1,3,6.5,10,3,8,5,2
45,1,253,139,1,1,7.7,35,2,6,6,2
13,0,446,245,1,2,6.8,15,3,8,5,2
50,0,219,120,0,1,7.9,38,2,6,6,2
25,1,451,248,1,2,6.7,15,3,8,5,2
35,1,344,189,1,2,7.3,26,3,7,6,2
27,0,329,115,0,1,7.4,27,2,6,6,2
22,1,486,122,1,1,6.6,11,2,7,6,2
17,0,439,110,0,1,6.8,16,2,7,6,2
28,1,392,98,0,1,7.0,21,2,6,6,2
42,0,204,51,0,0,8.0,40,1,5,7,1
13,0,382,248,2,2,7.1,22,4,8,5,2
24,1,455,296,2,3,6.7,14,4,9,4,2
25,0,479,287,1,4,6.6,12,3,8,5,2
32,0,372,223,1,3,7.1,23,3,7,6,2
14,1,456,182,1,2,6.7,14,3,8,5,2
24,1,448,179,1,2,6.8,15,3,8,5,2
48,0,172,86,0,1,8.1,43,1,5,7,1
55,0,185,92,0,1,8.1,42,2,6,6,2
24,0,498,249,1,3,6.5,10,3,8,5,2
27,1,391,196,1,3,7.0,21,3,8,5,2
32,0,323,162,1,2,7.4,28,2,7,6,2
39,1,269,148,1,1,7.7,33,2,6,6,2
31,0,321,177,1,2,7.4,28,3,7,6,2
19,0,465,163,1,1,6.7,14,3,8,5,2
31,1,358,125,1,1,7.2,24,2,7,6,2
31,1,382,96,0,1,7.1,22,2,6,6,2
18,1,455,114,0,1,6.7,14,2,7,6,2
35,0,327,82,0,1,7.4,27,1,6,7,2
32,1,338,220,1,2,7.3,26,3,7,6,2
30,0,351,228,2,2,7.2,25,3,8,5,2
48,0,195,117,0,2,8.0,40,2,6,6,2
22,1,451,180,1,2,6.7,15,3,8,5,2
32,0,368,184,1,2,7.2,23,3,7,6,2
32,0,324,178,1,2,7.4,28,3,7,6,2
20,0,481,168,1,1,6.6,12,3,8,5,2
35,1,398,100,0,1,7.0,20,2,7,6,2
13,1,390,98,0,1,7.0,21,2,6,6,2
66,0,163,41,0,0,8.2,44,1,5,7,1
19,0,474,308,2,3,6.6,13,4,9,4,2
57,1,211,127,1,2,7.9,39,2,6,6,2
20,0,443,266,1,4,6.8,16,3,8,5,2
33,1,347,139,1,1,7.3,25,2,7,6,2
28,0,360,144,1,1,7.2,24,2,7,6,2
21,0,493,197,1,2,6.5,11,3,8,5,2
39,1,266,106,1,1,7.7,33,2,6,6,2
14,1,444,222,1,3,6.8,16,3,8,5,2
25,0,517,258,1,3,6.4,8,3,8,5,2
37,1,220,121,1,1,7.9,38,2,6,6,2
29,1,353,194,1,2,7.2,25,3,7,6,2
42,0,246,135,1,1,7.8,35,2,6,6,2
37,1,257,90,0,1,7.7,34,2,6,6,2
17,1,393,98,0,1,7.0,21,2,6,6,2
31,0,370,240,2,2,7.2,23,4,8,5,2
31,1,326,196,1,3,7.4,27,3,7,6,2
34,1,363,145,1,1,7.2,24,2,7,6,2
39,1,256,102,1,1,7.7,34,2,6,6,2
24,0,520,260,1,3,6.4,8,3,8,5,2
17,0,416,229,1,2,6.9,18,3,8,5,2
63,0,213,75,0,1,7.9,39,1,5,7,1
23,1,469,117,0,1,6.7,13,2,7,6,2
29,1,362,90,0,1,7.2,24,2,6,6,2
13,0,446,290,2,3,6.8,15,4,9,4,2
27,1,342,205,1,3,7.3,26,3,7,6,2
14,1,415,249,1,3,6.9,18,3,8,5,2
20,1,499,200,1,2,6.5,10,3,8,5,2
21,0,512,205,1,2,6.4,9,3,8,5,2
21,1,455,228,1,3,6.7,14,3,8,5,2
27,0,348,174,1,2,7.3,25,3,7,6,2
32,1,361,180,1,2,7.2,24,3,7,6,2
36,1,252,139,1,1,7.7,35,2,6,6,2
21,1,448,157,1,1,6.8,15,2,7,6,2
21,1,461,161,1,1,6.7,14,2,7,6,2
23,0,474,166,1,1,6.6,13,3,8,5,2
15,1,425,106,0,1,6.9,18,2,7,6,2
44,0,258,64,0,1,7.7,34,1,5,7,0
42,0,271,68,0,1,7.6,33,1,6,7,2
26,1,321,209,1,2,7.4,28,3,7,6,2
32,0,358,215,1,3,7.2,24,3,7,6,2
27,1,371,223,1,3,7.1,23,3,7,6,2
19,1,504,302,1,4,6.5,10,3,8,5,2
31,1,397,238,1,3,7.0,20,3,8,5,2
20,0,515,206,1,2,6.4,8,3,8,5,2
19,0,447,179,1,2,6.8,15,3,8,5,2
20,1,460,184,1,2,6.7,14,3,8,5,2
23,0,473,189,1,2,6.6,13,3,8,5,2
62,0,171,86,0,1,8.1,43,1,5,7,1
34,1,388,213,1,2,7.1,21,3,8,5,2
24,1,440,242,1,2,6.8,16,3,8,5,2
45,1,224,78,0,1,7.9,38,1,5,7,1
25,0,477,167,1,1,6.6,12,3,8,5,2
43,1,250,88,0,1,7.8,35,1,5,7,0
20,0,501,125,1,1,6.5,10,2,7,6,2
27,0,394,98,0,1,7.0,21,2,6,6,2
22,0,446,112,0,1,6.8,15,2,7,6,2
22,1,457,297,2,3,6.7,14,4,9,4,2
21,0,494,296,1,4,6.5,11,3,8,5,2
56,0,150,60,0,1,8.2,45,1,5,7,1
23,0,463,185,1,2,6.7,14,3,8,5,2
37,1,247,124,1,2,7.8,35,2,6,6,2
25,1,500,250,1,3,6.5,10,3,8,5,2
26,1,323,178,1,2,7.4,28,3,7,6,2
37,0,216,119,0,1,7.9,38,2,6,6,2
41,0,229,126,1,1,7.9,37,2,6,6,2
13,1,420,147,1,1,6.9,18,2,7,6,2
24,1,493,173,1,2,6.5,11,3,8,5,2
19,1,517,129,1,1,6.4,8,2,7,6,2
63,0,149,37,0,0,8.3,45,1,5,7,1
15,0,413,268,2,2,6.9,19,4,9,4,2
31,1,366,238,2,2,7.2,23,4,8,5,2
18,0,439,285,2,3,6.8,16,4,9,4,2
16,0,450,270,1,4,6.8,15,3,8,5,2
60,1,166,66,0,1,8.2,43,1,5,7,1
21,1,479,192,1,2,6.6,12,3,8,5,2
36,1,263,132,1,2,7.7,34,2,6,6,2
68,0,216,108,0,1,7.9,38,2,6,6,2
18,0,388,194,1,3,7.1,21,3,8,5,2
19,0,459,252,1,2,6.7,14,3,8,5,2
30,1,352,194,1,2,7.2,25,3,7,6,2
43,0,245,135,1,1,7.8,36,2,6,6,2
16,0,438,241,1,2,6.8,16,3,8,5,2
27,0,376,132,1,1,7.1,22,2,7,6,2
27,0,389,136,1,1,7.1,21,2,7,6,2
22,0,452,113,0,1,6.7,15,2,7,6,2
23,0,465,116,0,1,6.7,14,2,7,6,2
28,0,369,240,2,2,7.2,23,4,8,5,2
38,1,205,123,1,2,8.0,40,2,6,6,2
21,1,458,275,1,4,6.7,14,3,8,5,2
45,1,242,97,1,1,7.8,36,2,6,6,2
36,1,255,102,1,1,7.7,34,2,6,6,2
23,0,519,260,1,3,6.4,8,3,8,5,2
54,0,151,76,0,1,8.2,45,1,5,7,1
41,0,235,129,1,1,7.8,36,2,6,6,2
26,1,368,202,1,2,7.2,23,3,7,6,2
